n1;n2;distance
11;99;12
11;84;30
11;110;29
26;0;3
26;7;3
26;11;5
26;26;0
26;48;6
26;77;7
26;79;8
26;97;8
26;101;4
26;120;4
26;1;9
26;27;13
26;46;11
26;67;10
26;81;15
26;118;13
26;2;11
26;23;16
26;37;12
26;49;16
26;74;15
26;114;17
26;3;27
26;12;28
26;15;32
26;56;32
26;68;34
26;71;24
26;78;22
26;96;24
26;100;24
26;107;32
26;115;28
26;4;37
26;10;38
26;18;39
26;43;32
26;64;35
26;69;37
26;103;36
26;109;39
26;111;40
26;5;24
26;9;21
26;24;28
26;29;18
26;36;24
26;58;28
26;63;25
26;80;20
26;6;13
26;32;12
26;45;13
26;55;15
26;60;13
26;73;8
26;112;19
26;40;6
26;65;8
26;93;5
26;8;23
26;21;25
26;22;22
26;30;18
26;35;20
26;41;18
26;57;24
26;119;27
26;66;19
26;70;20
26;72;18
26;124;18
26;86;34
26;117;34
26;13;14
26;19;21
26;50;11
26;76;14
26;83;12
26;92;11
26;95;12
26;14;22
26;53;20
26;61;25
26;106;27
26;108;26
26;16;19
26;62;26
26;17;29
26;28;35
26;42;27
26;59;27
26;89;23
26;90;31
26;98;32
26;113;28
26;104;32
26;20;17
26;75;19
26;85;18
26;125;15
26;87;30
26;102;30
26;25;13
26;33;18
26;38;20
26;39;15
26;88;10
26;91;14
26;121;12
26;126;6
26;52;18
26;94;17
26;122;18
26;31;21
26;54;24
26;47;27
26;51;20
26;34;37
26;123;18
26;44;9
26;82;9
26;116;8
26;105;30
26;99;9
26;84;35
26;110;34
48;0;6
48;7;9
48;11;9
48;26;6
48;48;0
48;77;10
48;79;5
48;97;4
48;101;10
48;120;10
48;1;13
48;27;17
48;46;15
48;67;14
48;81;19
48;118;17
48;2;6
48;23;11
48;37;8
48;49;11
48;74;10
48;114;12
48;3;22
48;12;23
48;15;27
48;56;27
48;68;29
48;71;19
48;78;17
48;96;19
48;100;19
48;107;27
48;115;23
48;4;40
48;10;37
48;18;38
48;43;35
48;64;39
48;69;40
48;103;39
48;109;40
48;111;44
48;5;23
48;9;18
48;24;27
48;29;22
48;36;23
48;58;27
48;63;24
48;80;19
48;6;7
48;32;9
48;45;7
48;55;9
48;60;7
48;73;2
48;112;13
48;40;12
48;65;14
48;93;11
48;8;29
48;21;31
48;22;28
48;30;24
48;35;26
48;41;24
48;57;30
48;119;33
48;66;14
48;70;15
48;72;13
48;124;13
48;86;33
48;117;33
48;13;15
48;19;19
48;50;12
48;76;13
48;83;12
48;92;10
48;95;18
48;14;17
48;53;15
48;61;20
48;106;22
48;108;21
48;16;13
48;62;20
48;17;33
48;28;39
48;42;31
48;59;31
48;89;27
48;90;35
48;98;36
48;113;32
48;104;31
48;20;16
48;75;14
48;85;17
48;125;21
48;87;25
48;102;25
48;25;19
48;33;24
48;38;25
48;39;20
48;88;16
48;91;20
48;121;18
48;126;5
48;52;22
48;94;21
48;122;22
48;31;25
48;54;30
48;47;31
48;51;24
48;34;32
48;123;24
48;44;15
48;82;15
48;116;14
48;105;29
48;99;3
48;84;30
48;110;29
77;0;4
77;7;8
77;11;2
77;26;7
77;48;10
77;77;0
77;79;6
77;97;7
77;101;9
77;120;9
77;1;3
77;27;7
77;46;8
77;67;4
77;81;9
77;118;7
77;2;8
77;23;13
77;37;10
77;49;13
77;74;12
77;114;14
77;3;24
77;12;25
77;15;29
77;56;29
77;68;31
77;71;21
77;78;19
77;96;21
77;100;21
77;107;29
77;115;25
77;4;31
77;10;32
77;18;33
77;43;26
77;64;29
77;69;31
77;103;30
77;109;33
77;111;34
77;5;18
77;9;15
77;24;22
77;29;12
77;36;18
77;58;22
77;63;19
77;80;14
77;6;17
77;32;19
77;45;17
77;55;19
77;60;17
77;73;12
77;112;23
77;40;13
77;65;13
77;93;11
77;8;26
77;21;30
77;22;25
77;30;18
77;35;25
77;41;22
77;57;24
77;119;30
77;66;16
77;70;17
77;72;15
77;124;15
77;86;28
77;117;28
77;13;21
77;19;28
77;50;18
77;76;21
77;83;19
77;92;18
77;95;19
77;14;19
77;53;17
77;61;22
77;106;24
77;108;23
77;16;18
77;62;25
77;17;23
77;28;29
77;42;21
77;59;21
77;89;17
77;90;25
77;98;26
77;113;22
77;104;26
77;20;24
77;75;24
77;85;25
77;125;20
77;87;27
77;102;26
77;25;17
77;33;17
77;38;17
77;39;13
77;88;15
77;91;19
77;121;17
77;126;13
77;52;12
77;94;11
77;122;12
77;31;15
77;54;20
77;47;21
77;51;14
77;34;34
77;123;24
77;44;14
77;82;15
77;116;13
77;105;24
77;99;13
77;84;32
77;110;31
79;0;5
79;7;10
79;11;4
79;26;8
79;48;5
79;77;6
79;79;0
79;97;2
79;101;10
79;120;10
79;1;8
79;27;12
79;46;10
79;67;9
79;81;14
79;118;12
79;2;3
79;23;8
79;37;4
79;49;8
79;74;7
79;114;9
79;3;19
79;12;20
79;15;24
79;56;24
79;68;26
79;71;16
79;78;14
79;96;16
79;100;16
79;107;24
79;115;20
79;4;36
79;10;34
79;18;35
79;43;31
79;64;34
79;69;36
79;103;35
79;109;37
79;111;39
79;5;20
79;9;15
79;24;24
79;29;17
79;36;20
79;58;24
79;63;21
79;80;16
79;6;12
79;32;14
79;45;12
79;55;14
79;60;12
79;73;7
79;112;18
79;40;14
79;65;14
79;93;12
79;8;28
79;21;31
79;22;27
79;30;20
79;35;26
79;41;24
79;57;26
79;119;32
79;66;11
79;70;12
79;72;10
79;124;10
79;86;30
79;117;30
79;13;20
79;19;24
79;50;17
79;76;18
79;83;17
79;92;15
79;95;20
79;14;14
79;53;12
79;61;17
79;106;19
79;108;18
79;16;13
79;62;20
79;17;28
79;28;34
79;42;26
79;59;26
79;89;22
79;90;30
79;98;31
79;113;27
79;104;28
79;20;21
79;75;19
79;85;22
79;125;21
79;87;22
79;102;22
79;25;19
79;33;19
79;38;20
79;39;15
79;88;16
79;91;20
79;121;18
79;126;10
79;52;17
79;94;16
79;122;17
79;31;20
79;54;25
79;47;26
79;51;19
79;34;29
79;123;25
79;44;15
79;82;16
79;116;14
79;105;26
79;99;8
79;84;27
79;110;26
97;0;5
97;7;10
97;11;5
97;26;8
97;48;4
97;77;7
97;79;2
97;97;0
97;101;10
97;120;10
97;1;9
97;27;13
97;46;11
97;67;10
97;81;15
97;118;13
97;2;4
97;23;9
97;37;5
97;49;9
97;74;8
97;114;10
97;3;20
97;12;21
97;15;25
97;56;25
97;68;27
97;71;17
97;78;15
97;96;17
97;100;17
97;107;25
97;115;21
97;4;37
97;10;35
97;18;36
97;43;32
97;64;35
97;69;37
97;103;36
97;109;38
97;111;40
97;5;21
97;9;16
97;24;25
97;29;18
97;36;21
97;58;25
97;63;22
97;80;17
97;6;11
97;32;13
97;45;11
97;55;13
97;60;11
97;73;6
97;112;17
97;40;14
97;65;14
97;93;12
97;8;29
97;21;31
97;22;28
97;30;21
97;35;26
97;41;24
97;57;27
97;119;33
97;66;12
97;70;13
97;72;11
97;124;11
97;86;31
97;117;31
97;13;19
97;19;23
97;50;16
97;76;17
97;83;16
97;92;14
97;95;20
97;14;15
97;53;13
97;61;18
97;106;20
97;108;19
97;16;14
97;62;21
97;17;29
97;28;35
97;42;27
97;59;27
97;89;23
97;90;31
97;98;32
97;113;28
97;104;29
97;20;20
97;75;18
97;85;21
97;125;21
97;87;23
97;102;23
97;25;19
97;33;20
97;38;21
97;39;16
97;88;16
97;91;20
97;121;18
97;126;9
97;52;18
97;94;17
97;122;18
97;31;21
97;54;26
97;47;27
97;51;20
97;34;30
97;123;25
97;44;15
97;82;16
97;116;14
97;105;27
97;99;7
97;84;28
97;110;27
101;0;5
101;7;2
101;11;8
101;26;4
101;48;10
101;77;9
101;79;10
101;97;10
101;101;0
101;120;2
101;1;12
101;27;16
101;46;14
101;67;13
101;81;18
101;118;16
101;2;13
101;23;18
101;37;14
101;49;18
101;74;17
101;114;19
101;3;29
101;12;30
101;15;34
101;56;34
101;68;36
101;71;26
101;78;24
101;96;26
101;100;26
101;107;34
101;115;30
101;4;37
101;10;41
101;18;39
101;43;32
101;64;35
101;69;37
101;103;36
101;109;39
101;111;40
101;5;27
101;9;24
101;24;31
101;29;21
101;36;27
101;58;31
101;63;28
101;80;23
101;6;17
101;32;16
101;45;17
101;55;19
101;60;17
101;73;12
101;112;23
101;40;7
101;65;5
101;93;3
101;8;19
101;21;21
101;22;18
101;30;14
101;35;16
101;41;14
101;57;20
101;119;23
101;66;21
101;70;22
101;72;20
101;124;20
101;86;37
101;117;37
101;13;14
101;19;22
101;50;11
101;76;15
101;83;12
101;92;13
101;95;11
101;14;24
101;53;22
101;61;27
101;106;29
101;108;28
101;16;23
101;62;30
101;17;29
101;28;35
101;42;27
101;59;27
101;89;23
101;90;31
101;98;32
101;113;28
101;104;32
101;20;18
101;75;23
101;85;20
101;125;11
101;87;32
101;102;32
101;25;9
101;33;14
101;38;16
101;39;11
101;88;6
101;91;10
101;121;8
101;126;10
101;52;20
101;94;20
101;122;21
101;31;17
101;54;20
101;47;23
101;51;19
101;34;39
101;123;15
101;44;7
101;82;7
101;116;5
101;105;33
101;99;13
101;84;37
101;110;36
120;0;5
120;7;2
120;11;8
120;26;4
120;48;10
120;77;9
120;79;10
120;97;10
120;101;2
120;120;0
120;1;12
120;27;16
120;46;14
120;67;13
120;81;18
120;118;16
120;2;13
120;23;18
120;37;14
120;49;18
120;74;17
120;114;19
120;3;29
120;12;30
120;15;34
120;56;34
120;68;36
120;71;26
120;78;24
120;96;26
120;100;26
120;107;34
120;115;30
120;4;39
120;10;41
120;18;41
120;43;34
120;64;37
120;69;39
120;103;38
120;109;41
120;111;42
120;5;27
120;9;24
120;24;31
120;29;21
120;36;27
120;58;31
120;63;28
120;80;23
120;6;17
120;32;16
120;45;17
120;55;19
120;60;17
120;73;12
120;112;23
120;40;6
120;65;4
120;93;2
120;8;21
120;21;23
120;22;20
120;30;16
120;35;18
120;41;16
120;57;22
120;119;25
120;66;21
120;70;22
120;72;20
120;124;20
120;86;37
120;117;37
120;13;13
120;19;21
120;50;10
120;76;14
120;83;11
120;92;12
120;95;10
120;14;24
120;53;22
120;61;27
120;106;29
120;108;28
120;16;23
120;62;30
120;17;31
120;28;37
120;42;29
120;59;29
120;89;25
120;90;33
120;98;34
120;113;30
120;104;34
120;20;17
120;75;23
120;85;19
120;125;13
120;87;32
120;102;32
120;25;11
120;33;16
120;38;18
120;39;13
120;88;8
120;91;12
120;121;10
120;126;10
120;52;21
120;94;20
120;122;21
120;31;19
120;54;22
120;47;25
120;51;21
120;34;39
120;123;16
120;44;5
120;82;6
120;116;4
120;105;33
120;99;13
120;84;37
120;110;36
1;0;7
1;7;10
1;11;4
1;26;9
1;48;13
1;77;3
1;79;8
1;97;9
1;101;12
1;120;12
1;1;0
1;27;4
1;46;5
1;67;2
1;81;6
1;118;4
1;2;10
1;23;15
1;37;12
1;49;15
1;74;14
1;114;16
1;3;26
1;12;27
1;15;31
1;56;31
1;68;33
1;71;23
1;78;21
1;96;23
1;100;23
1;107;31
1;115;27
1;4;28
1;10;29
1;18;30
1;43;23
1;64;26
1;69;28
1;103;27
1;109;30
1;111;31
1;5;15
1;9;12
1;24;19
1;29;9
1;36;15
1;58;19
1;63;16
1;80;11
1;6;20
1;32;21
1;45;20
1;55;22
1;60;20
1;73;15
1;112;26
1;40;15
1;65;15
1;93;13
1;8;23
1;21;27
1;22;22
1;30;15
1;35;25
1;41;19
1;57;21
1;119;27
1;66;16
1;70;16
1;72;17
1;124;17
1;86;25
1;117;25
1;13;23
1;19;30
1;50;20
1;76;23
1;83;21
1;92;20
1;95;21
1;14;20
1;53;19
1;61;24
1;106;25
1;108;24
1;16;20
1;62;27
1;17;20
1;28;26
1;42;18
1;59;18
1;89;14
1;90;22
1;98;23
1;113;19
1;104;23
1;20;26
1;75;27
1;85;27
1;125;20
1;87;25
1;102;23
1;25;14
1;33;14
1;38;14
1;39;10
1;88;15
1;91;19
1;121;17
1;126;15
1;52;9
1;94;8
1;122;9
1;31;12
1;54;17
1;47;18
1;51;11
1;34;36
1;123;24
1;44;17
1;82;17
1;116;16
1;105;21
1;99;16
1;84;30
1;110;29
27;0;11
27;7;14
27;11;8
27;26;13
27;48;17
27;77;7
27;79;12
27;97;13
27;101;16
27;120;16
27;1;4
27;27;0
27;46;9
27;67;3
27;81;3
27;118;5
27;2;14
27;23;17
27;37;16
27;49;16
27;74;18
27;114;20
27;3;27
27;12;27
27;15;32
27;56;31
27;68;31
27;71;24
27;78;24
27;96;24
27;100;22
27;107;32
27;115;24
27;4;26
27;10;25
27;18;27
27;43;21
27;64;24
27;69;26
27;103;25
27;109;28
27;111;29
27;5;11
27;9;9
27;24;15
27;29;5
27;36;11
27;58;16
27;63;13
27;80;8
27;6;24
27;32;25
27;45;24
27;55;26
27;60;24
27;73;19
27;112;30
27;40;19
27;65;19
27;93;17
27;8;25
27;21;29
27;22;24
27;30;17
27;35;29
27;41;21
27;57;23
27;119;29
27;66;13
27;70;13
27;72;14
27;124;14
27;86;21
27;117;21
27;13;27
27;19;34
27;50;24
27;76;27
27;83;25
27;92;24
27;95;25
27;14;17
27;53;16
27;61;21
27;106;22
27;108;21
27;16;24
27;62;31
27;17;18
27;28;24
27;42;16
27;59;16
27;89;12
27;90;20
27;98;21
27;113;17
27;104;20
27;20;30
27;75;31
27;85;31
27;125;24
27;87;21
27;102;19
27;25;18
27;33;16
27;38;12
27;39;14
27;88;19
27;91;23
27;121;21
27;126;19
27;52;7
27;94;4
27;122;5
27;31;10
27;54;15
27;47;16
27;51;9
27;34;35
27;123;28
27;44;21
27;82;21
27;116;20
27;105;18
27;99;20
27;84;26
27;110;25
46;0;9
46;7;12
46;11;6
46;26;11
46;48;15
46;77;8
46;79;10
46;97;11
46;101;14
46;120;14
46;1;5
46;27;9
46;46;0
46;67;6
46;81;11
46;118;4
46;2;12
46;23;17
46;37;14
46;49;17
46;74;16
46;114;18
46;3;28
46;12;29
46;15;33
46;56;33
46;68;35
46;71;25
46;78;23
46;96;25
46;100;25
46;107;33
46;115;29
46;4;28
46;10;33
46;18;30
46;43;23
46;64;26
46;69;28
46;103;27
46;109;30
46;111;31
46;5;20
46;9;17
46;24;24
46;29;14
46;36;20
46;58;24
46;63;21
46;80;16
46;6;22
46;32;23
46;45;22
46;55;24
46;60;22
46;73;17
46;112;28
46;40;17
46;65;17
46;93;15
46;8;18
46;21;22
46;22;17
46;30;10
46;35;20
46;41;14
46;57;16
46;119;22
46;66;20
46;70;21
46;72;19
46;124;19
46;86;30
46;117;30
46;13;25
46;19;32
46;50;22
46;76;25
46;83;23
46;92;22
46;95;21
46;14;23
46;53;21
46;61;26
46;106;28
46;108;27
46;16;22
46;62;29
46;17;20
46;28;26
46;42;18
46;59;18
46;89;14
46;90;22
46;98;23
46;113;19
46;104;23
46;20;28
46;75;29
46;85;29
46;125;15
46;87;30
46;102;28
46;25;9
46;33;9
46;38;10
46;39;5
46;88;10
46;91;14
46;121;12
46;126;17
46;52;9
46;94;13
46;122;10
46;31;11
46;54;15
46;47;17
46;51;11
46;34;38
46;123;19
46;44;18
46;82;16
46;116;18
46;105;25
46;99;18
46;84;35
46;110;34
67;0;8
67;7;11
67;11;5
67;26;10
67;48;14
67;77;4
67;79;9
67;97;10
67;101;13
67;120;13
67;1;2
67;27;3
67;46;6
67;67;0
67;81;5
67;118;4
67;2;11
67;23;16
67;37;13
67;49;16
67;74;15
67;114;17
67;3;27
67;12;28
67;15;32
67;56;32
67;68;34
67;71;24
67;78;22
67;96;24
67;100;24
67;107;32
67;115;26
67;4;28
67;10;28
67;18;29
67;43;23
67;64;26
67;69;28
67;103;27
67;109;30
67;111;31
67;5;14
67;9;11
67;24;18
67;29;8
67;36;14
67;58;18
67;63;15
67;80;10
67;6;21
67;32;22
67;45;21
67;55;23
67;60;21
67;73;16
67;112;27
67;40;16
67;65;16
67;93;14
67;8;24
67;21;28
67;22;23
67;30;16
67;35;26
67;41;20
67;57;22
67;119;28
67;66;15
67;70;15
67;72;16
67;124;16
67;86;24
67;117;24
67;13;24
67;19;31
67;50;21
67;76;24
67;83;22
67;92;21
67;95;22
67;14;19
67;53;18
67;61;23
67;106;24
67;108;23
67;16;21
67;62;28
67;17;20
67;28;26
67;42;18
67;59;18
67;89;14
67;90;22
67;98;23
67;113;19
67;104;22
67;20;27
67;75;28
67;85;28
67;125;21
67;87;24
67;102;22
67;25;15
67;33;15
67;38;14
67;39;11
67;88;16
67;91;20
67;121;18
67;126;16
67;52;9
67;94;7
67;122;8
67;31;12
67;54;17
67;47;18
67;51;11
67;34;37
67;123;25
67;44;18
67;82;18
67;116;17
67;105;20
67;99;17
67;84;29
67;110;28
81;0;13
81;7;16
81;11;10
81;26;15
81;48;19
81;77;9
81;79;14
81;97;15
81;101;18
81;120;18
81;1;6
81;27;3
81;46;11
81;67;5
81;81;0
81;118;8
81;2;16
81;23;14
81;37;18
81;49;13
81;74;15
81;114;19
81;3;24
81;12;24
81;15;29
81;56;28
81;68;29
81;71;21
81;78;21
81;96;21
81;100;19
81;107;29
81;115;21
81;4;26
81;10;23
81;18;24
81;43;21
81;64;26
81;69;26
81;103;25
81;109;26
81;111;31
81;5;9
81;9;6
81;24;13
81;29;3
81;36;9
81;58;13
81;63;10
81;80;5
81;6;26
81;32;27
81;45;26
81;55;27
81;60;26
81;73;21
81;112;30
81;40;21
81;65;21
81;93;19
81;8;28
81;21;32
81;22;27
81;30;20
81;35;31
81;41;24
81;57;26
81;119;32
81;66;10
81;70;10
81;72;11
81;124;11
81;86;19
81;117;19
81;13;29
81;19;36
81;50;26
81;76;29
81;83;27
81;92;26
81;95;27
81;14;14
81;53;13
81;61;18
81;106;19
81;108;18
81;16;23
81;62;30
81;17;21
81;28;27
81;42;19
81;59;19
81;89;15
81;90;23
81;98;24
81;113;20
81;104;17
81;20;32
81;75;33
81;85;33
81;125;26
81;87;19
81;102;17
81;25;20
81;33;19
81;38;15
81;39;16
81;88;21
81;91;25
81;121;23
81;126;21
81;52;10
81;94;2
81;122;5
81;31;13
81;54;18
81;47;19
81;51;12
81;34;33
81;123;30
81;44;23
81;82;23
81;116;22
81;105;15
81;99;22
81;84;24
81;110;23
118;0;11
118;7;14
118;11;8
118;26;13
118;48;17
118;77;7
118;79;12
118;97;13
118;101;16
118;120;16
118;1;4
118;27;5
118;46;4
118;67;4
118;81;8
118;118;0
118;2;14
118;23;19
118;37;16
118;49;19
118;74;18
118;114;20
118;3;30
118;12;31
118;15;35
118;56;35
118;68;36
118;71;27
118;78;25
118;96;27
118;100;27
118;107;35
118;115;29
118;4;24
118;10;29
118;18;26
118;43;19
118;64;22
118;69;24
118;103;23
118;109;26
118;111;27
118;5;16
118;9;14
118;24;20
118;29;10
118;36;16
118;58;21
118;63;18
118;80;13
118;6;24
118;32;25
118;45;24
118;55;26
118;60;24
118;73;19
118;112;30
118;40;19
118;65;19
118;93;17
118;8;22
118;21;26
118;22;21
118;30;14
118;35;24
118;41;18
118;57;20
118;119;26
118;66;18
118;70;18
118;72;19
118;124;19
118;86;26
118;117;26
118;13;27
118;19;34
118;50;24
118;76;27
118;83;25
118;92;24
118;95;25
118;14;22
118;53;21
118;61;26
118;106;27
118;108;26
118;16;24
118;62;31
118;17;16
118;28;22
118;42;14
118;59;14
118;89;10
118;90;18
118;98;19
118;113;15
118;104;19
118;20;30
118;75;31
118;85;31
118;125;19
118;87;26
118;102;24
118;25;13
118;33;13
118;38;10
118;39;9
118;88;14
118;91;18
118;121;16
118;126;19
118;52;5
118;94;9
118;122;6
118;31;8
118;54;13
118;47;14
118;51;7
118;34;40
118;123;23
118;44;21
118;82;20
118;116;20
118;105;21
118;99;20
118;84;31
118;110;30
2;0;8
2;7;12
2;11;6
2;26;11
2;48;6
2;77;8
2;79;3
2;97;4
2;101;13
2;120;13
2;1;10
2;27;14
2;46;12
2;67;11
2;81;16
2;118;14
2;2;0
2;23;5
2;37;2
2;49;5
2;74;4
2;114;6
2;3;16
2;12;17
2;15;21
2;56;21
2;68;23
2;71;13
2;78;11
2;96;13
2;100;13
2;107;21
2;115;17
2;4;34
2;10;31
2;18;32
2;43;29
2;64;34
2;69;34
2;103;33
2;109;34
2;111;39
2;5;17
2;9;12
2;24;21
2;29;16
2;36;17
2;58;21
2;63;18
2;80;13
2;6;13
2;32;15
2;45;13
2;55;14
2;60;13
2;73;8
2;112;17
2;40;17
2;65;17
2;93;15
2;8;30
2;21;34
2;22;29
2;30;22
2;35;29
2;41;26
2;57;28
2;119;34
2;66;8
2;70;9
2;72;7
2;124;7
2;86;27
2;117;27
2;13;21
2;19;25
2;50;18
2;76;19
2;83;18
2;92;16
2;95;23
2;14;11
2;53;9
2;61;14
2;106;16
2;108;15
2;16;10
2;62;17
2;17;30
2;28;35
2;42;28
2;59;28
2;89;24
2;90;31
2;98;32
2;113;29
2;104;25
2;20;22
2;75;20
2;85;23
2;125;24
2;87;19
2;102;19
2;25;21
2;33;21
2;38;22
2;39;17
2;88;19
2;91;23
2;121;21
2;126;11
2;52;19
2;94;18
2;122;19
2;31;22
2;54;27
2;47;28
2;51;21
2;34;26
2;123;28
2;44;18
2;82;19
2;116;17
2;105;23
2;99;9
2;84;24
2;110;23
23;0;13
23;7;17
23;11;11
23;26;16
23;48;11
23;77;13
23;79;8
23;97;9
23;101;18
23;120;18
23;1;15
23;27;17
23;46;17
23;67;16
23;81;14
23;118;19
23;2;5
23;23;0
23;37;4
23;49;2
23;74;3
23;114;6
23;3;16
23;12;16
23;15;21
23;56;20
23;68;22
23;71;13
23;78;11
23;96;13
23;100;11
23;107;21
23;115;12
23;4;30
23;10;27
23;18;28
23;43;25
23;64;30
23;69;30
23;103;29
23;109;30
23;111;35
23;5;13
23;9;8
23;24;17
23;29;12
23;36;13
23;58;17
23;63;14
23;80;10
23;6;18
23;32;20
23;45;18
23;55;14
23;60;18
23;73;13
23;112;17
23;40;22
23;65;22
23;93;20
23;8;35
23;21;39
23;22;34
23;30;27
23;35;34
23;41;31
23;57;33
23;119;39
23;66;5
23;70;5
23;72;3
23;124;3
23;86;23
23;117;23
23;13;26
23;19;30
23;50;23
23;76;24
23;83;23
23;92;21
23;95;28
23;14;6
23;53;4
23;61;9
23;106;11
23;108;10
23;16;10
23;62;17
23;17;29
23;28;31
23;42;26
23;59;26
23;89;28
23;90;27
23;98;28
23;113;28
23;104;21
23;20;27
23;75;25
23;85;28
23;125;29
23;87;14
23;102;14
23;25;26
23;33;26
23;38;27
23;39;22
23;88;24
23;91;28
23;121;26
23;126;16
23;52;23
23;94;15
23;122;18
23;31;26
23;54;31
23;47;32
23;51;25
23;34;25
23;123;33
23;44;23
23;82;24
23;116;22
23;105;19
23;99;14
23;84;19
23;110;18
37;0;9
37;7;14
37;11;8
37;26;12
37;48;8
37;77;10
37;79;4
37;97;5
37;101;14
37;120;14
37;1;12
37;27;16
37;46;14
37;67;13
37;81;18
37;118;16
37;2;2
37;23;4
37;37;0
37;49;6
37;74;3
37;114;7
37;3;17
37;12;18
37;15;22
37;56;22
37;68;24
37;71;14
37;78;12
37;96;14
37;100;14
37;107;22
37;115;16
37;4;34
37;10;31
37;18;32
37;43;29
37;64;34
37;69;34
37;103;33
37;109;34
37;111;39
37;5;17
37;9;12
