order_id,order_date,order_customer_id,order_status
134,1374822000000,12081,PENDING_PAYMENT
135,1374822000000,7738,COMPLETE
136,1374822000000,9126,PENDING_PAYMENT
137,1374822000000,4211,COMPLETE
138,1374822000000,10904,PROCESSING
139,1374822000000,7933,COMPLETE
140,1374822000000,4257,PENDING_PAYMENT
141,1374822000000,12128,COMPLETE
142,1374822000000,5760,PENDING_PAYMENT
143,1374822000000,10495,COMPLETE
144,1374822000000,2158,PROCESSING
145,1374822000000,494,ON_HOLD
146,1374822000000,8177,COMPLETE
147,1374822000000,275,PENDING_PAYMENT
148,1374822000000,5383,PROCESSING
149,1374822000000,11431,COMPLETE
150,1374822000000,236,PROCESSING
151,1374822000000,2493,ON_HOLD
152,1374822000000,3611,COMPLETE
153,1374822000000,8876,COMPLETE
154,1374822000000,9993,ON_HOLD
155,1374822000000,9044,PENDING_PAYMENT
156,1374822000000,5200,ON_HOLD
157,1374822000000,8986,ON_HOLD
158,1374822000000,12345,PENDING
159,1374822000000,10974,PENDING_PAYMENT
160,1374822000000,6762,COMPLETE
161,1374822000000,4513,PENDING_PAYMENT
162,1374822000000,3304,PENDING_PAYMENT
163,1374822000000,3348,COMPLETE
164,1374822000000,2962,PROCESSING
165,1374822000000,1222,PENDING_PAYMENT
166,1374822000000,7834,PROCESSING
167,1374822000000,1347,PENDING
168,1374822000000,11794,PENDING_PAYMENT
169,1374822000000,2611,ON_HOLD
170,1374822000000,6295,PAYMENT_REVIEW
171,1374822000000,1980,COMPLETE
172,1374822000000,11382,COMPLETE
173,1374822000000,9027,ON_HOLD
174,1374822000000,3358,COMPLETE
175,1374822000000,384,COMPLETE
176,1374822000000,2897,PENDING_PAYMENT
177,1374822000000,9151,PENDING_PAYMENT
178,1374822000000,8503,COMPLETE
179,1374822000000,6506,COMPLETE
180,1374822000000,10215,ON_HOLD
181,1374822000000,7473,PENDING
182,1374822000000,10984,COMPLETE
183,1374822000000,12105,COMPLETE
184,1374822000000,210,COMPLETE
185,1374822000000,10966,PENDING_PAYMENT
186,1374822000000,1104,COMPLETE
187,1374822000000,1378,PAYMENT_REVIEW
188,1374822000000,2889,PENDING
189,1374822000000,10177,PENDING
190,1374822000000,11115,PENDING
191,1374822000000,16,CLOSED
192,1374822000000,5293,PROCESSING
193,1374822000000,6174,PROCESSING
194,1374822000000,2550,PENDING_PAYMENT
195,1374822000000,12096,PROCESSING
196,1374822000000,2765,PROCESSING
197,1374822000000,6370,PROCESSING
198,1374822000000,7436,PENDING_PAYMENT
199,1374822000000,4608,ON_HOLD
200,1374822000000,11116,PAYMENT_REVIEW
201,1374822000000,9055,CLOSED
202,1374822000000,8524,PENDING_PAYMENT
203,1374822000000,11791,PENDING_PAYMENT
204,1374822000000,7604,PENDING_PAYMENT
205,1374822000000,3109,PROCESSING
206,1374822000000,8994,PENDING
207,1374822000000,11643,COMPLETE
208,1374822000000,7923,PROCESSING
209,1374822000000,3627,PENDING
210,1374822000000,10102,COMPLETE
211,1374822000000,10372,CLOSED
212,1374822000000,3190,PENDING
213,1374822000000,11715,CLOSED
214,1374822000000,3925,COMPLETE
215,1374822000000,5925,CLOSED
216,1374822000000,7282,PENDING
217,1374822000000,5420,PROCESSING
218,1374822000000,3935,COMPLETE
219,1374822000000,10655,PROCESSING
220,1374822000000,1383,COMPLETE
221,1374822000000,11871,CLOSED
222,1374822000000,8309,CLOSED
223,1374822000000,9068,PENDING
224,1374822000000,11938,CLOSED
225,1374822000000,11275,COMPLETE
226,1374822000000,9356,PENDING_PAYMENT
227,1374822000000,7410,CLOSED
228,1374822000000,6070,ON_HOLD
229,1374822000000,618,PENDING
230,1374822000000,4921,PENDING_PAYMENT
231,1374822000000,3960,COMPLETE
232,1374822000000,1780,PENDING_PAYMENT
233,1374822000000,12316,COMPLETE
234,1374822000000,1010,ON_HOLD
235,1374822000000,4285,PENDING_PAYMENT
236,1374822000000,9785,COMPLETE
237,1374822000000,11438,PENDING_PAYMENT
238,1374822000000,4939,PENDING_PAYMENT
239,1374822000000,5058,COMPLETE
240,1374822000000,32,PENDING
241,1374822000000,948,CLOSED
242,1374822000000,3237,PAYMENT_REVIEW
243,1374822000000,32,ON_HOLD
244,1374822000000,6910,PENDING_PAYMENT
245,1374822000000,5191,CLOSED
246,1374822000000,9616,SUSPECTED_FRAUD
247,1374822000000,173,COMPLETE
248,1374822000000,11707,COMPLETE
249,1374822000000,7650,CLOSED
250,1374822000000,11668,COMPLETE
251,1374822000000,568,PENDING
252,1374822000000,9708,COMPLETE
253,1374822000000,45,COMPLETE
254,1374822000000,9395,COMPLETE
255,1374822000000,10346,COMPLETE
256,1374822000000,4199,CLOSED
257,1374822000000,3273,PROCESSING
258,1374822000000,1137,COMPLETE
259,1374822000000,3454,COMPLETE
260,1374822000000,5135,CLOSED
261,1374822000000,5128,COMPLETE
262,1374822000000,11475,CLOSED
263,1374822000000,8026,COMPLETE
264,1374822000000,230,COMPLETE
265,1374822000000,488,PENDING_PAYMENT
266,1374822000000,11085,COMPLETE
267,1374822000000,6989,CLOSED
268,1374822000000,5578,CLOSED
269,1374822000000,11887,PROCESSING
270,1374822000000,5689,COMPLETE
271,1374822000000,815,COMPLETE
272,1374822000000,428,CLOSED
273,1374822000000,10665,PENDING_PAYMENT
274,1374822000000,3365,PENDING
275,1374822000000,10942,PENDING_PAYMENT
276,1374822000000,2221,PENDING_PAYMENT
277,1374822000000,3732,PENDING
278,1374822000000,488,PAYMENT_REVIEW
279,1374822000000,10372,COMPLETE
280,1374822000000,11836,PENDING
281,1374822000000,827,PENDING_PAYMENT
282,1374822000000,3551,PENDING_PAYMENT
283,1374822000000,11466,COMPLETE
284,1374822000000,861,PROCESSING
285,1374822000000,5011,CLOSED
286,1374822000000,9824,ON_HOLD
287,1374822000000,8122,COMPLETE
288,1374822000000,8667,COMPLETE
289,1374822000000,1195,PENDING_PAYMENT
290,1374822000000,6446,COMPLETE
291,1374822000000,5506,PROCESSING
292,1374822000000,11971,PENDING_PAYMENT
293,1374822000000,4731,PROCESSING
294,1374822000000,11394,CLOSED
295,1374822000000,1937,PENDING
296,1374822000000,6665,COMPLETE
297,1374822000000,2281,PENDING
298,1374822000000,4967,COMPLETE
299,1374822000000,9202,PENDING_PAYMENT
300,1374822000000,11326,CLOSED
301,1374822000000,11999,COMPLETE
302,1374822000000,3577,COMPLETE
303,1374822000000,1682,PENDING_PAYMENT
304,1374822000000,1869,COMPLETE
305,1374822000000,5618,ON_HOLD
306,1374822000000,137,COMPLETE
307,1374822000000,8818,PENDING
308,1374822000000,6829,PENDING_PAYMENT
309,1374822000000,10396,COMPLETE
310,1374822000000,1256,COMPLETE
311,1374822000000,410,COMPLETE
312,1374822000000,1122,COMPLETE
313,1374822000000,7543,CLOSED
314,1374822000000,10033,PENDING_PAYMENT
315,1374822000000,4375,PENDING_PAYMENT
316,1374822000000,3870,PROCESSING
317,1374822000000,1450,COMPLETE
318,1374822000000,8829,PENDING_PAYMENT
319,1374822000000,10445,COMPLETE
320,1374822000000,10698,SUSPECTED_FRAUD
321,1374822000000,4282,ON_HOLD
322,1374822000000,2864,COMPLETE
323,1374822000000,3020,PENDING_PAYMENT
324,1374822000000,76,COMPLETE
325,1374822000000,4759,PENDING
326,1374822000000,1604,PENDING_PAYMENT
327,1374822000000,12107,PENDING
328,1374822000000,1149,COMPLETE
329,1374822000000,1944,SUSPECTED_FRAUD
330,1374822000000,5175,COMPLETE
331,1374822000000,4797,PENDING_PAYMENT
332,1374822000000,4171,COMPLETE
333,1374822000000,2071,PENDING_PAYMENT
334,1374822000000,3752,PENDING_PAYMENT
335,1374822000000,7710,PENDING
336,1374822000000,5479,PENDING
337,1374822000000,6747,COMPLETE
338,1374822000000,4666,COMPLETE
339,1374822000000,8326,PENDING
340,1374822000000,7995,PENDING_PAYMENT
341,1374822000000,10128,CLOSED
342,1374822000000,8809,ON_HOLD
343,1374822000000,10952,COMPLETE
344,1374822000000,2816,PENDING
345,1374822000000,11040,PROCESSING
346,1374822000000,3646,COMPLETE
347,1374908400000,11662,COMPLETE
348,1374908400000,12120,COMPLETE
349,1374908400000,9103,COMPLETE
350,1374908400000,10672,COMPLETE
351,1374908400000,12049,COMPLETE
352,1374908400000,1977,PENDING_PAYMENT
353,1374908400000,2234,PROCESSING
354,1374908400000,5862,PROCESSING
355,1374908400000,11682,PROCESSING
356,1374908400000,2209,PENDING
357,1374908400000,2685,COMPLETE
358,1374908400000,2979,PENDING
359,1374908400000,6020,PENDING_PAYMENT
360,1374908400000,8020,COMPLETE
361,1374908400000,8286,PROCESSING
362,1374908400000,10167,PROCESSING
363,1374908400000,3619,CLOSED
364,1374908400000,6035,PROCESSING
365,1374908400000,2400,PENDING_PAYMENT
366,1374908400000,4422,PENDING_PAYMENT
367,1374908400000,8730,PROCESSING
368,1374908400000,5783,COMPLETE
369,1374908400000,189,COMPLETE
370,1374908400000,4791,PENDING_PAYMENT
371,1374908400000,4428,PENDING_PAYMENT
372,1374908400000,776,COMPLETE
373,1374908400000,3630,PENDING
374,1374908400000,5906,PROCESSING
375,1374908400000,6561,PROCESSING
376,1374908400000,1369,PENDING
377,1374908400000,514,PROCESSING
378,1374908400000,10071,PENDING_PAYMENT
379,1374908400000,8735,PENDING_PAYMENT
380,1374908400000,9505,PENDING_PAYMENT
381,1374908400000,5756,ON_HOLD
382,1374908400000,8143,PROCESSING
383,1374908400000,10509,PENDING_PAYMENT
384,1374908400000,2610,CLOSED
385,1374908400000,10667,COMPLETE
386,1374908400000,3568,PENDING
387,1374908400000,7193,CLOSED
388,1374908400000,2790,COMPLETE
389,1374908400000,4435,COMPLETE
390,1374908400000,5590,PENDING
391,1374908400000,5816,PENDING_PAYMENT
392,1374908400000,3238,PENDING
393,1374908400000,1047,CLOSED
394,1374908400000,76,PENDING_PAYMENT
395,1374908400000,3934,COMPLETE
396,1374908400000,9078,PAYMENT_REVIEW
397,1374908400000,4476,CLOSED
398,1374908400000,1365,ON_HOLD
399,1374908400000,1473,PROCESSING
400,1374908400000,5626,PENDING
401,1374908400000,9692,PROCESSING
402,1374908400000,9547,PENDING_PAYMENT
403,1374908400000,4178,COMPLETE
404,1374908400000,1478,CLOSED
405,1374908400000,9498,COMPLETE
406,1374908400000,9023,COMPLETE
407,1374908400000,3333,PROCESSING
408,1374908400000,2252,PAYMENT_REVIEW
409,1374908400000,11102,PROCESSING
410,1374908400000,1288,PENDING
411,1374908400000,11164,SUSPECTED_FRAUD
412,1374908400000,9397,COMPLETE
413,1374908400000,7278,CLOSED
414,1374908400000,11776,PENDING
415,1374908400000,6110,CLOSED
416,1374908400000,1561,COMPLETE
417,1374908400000,11491,PENDING_PAYMENT
418,1374908400000,4269,COMPLETE
419,1374908400000,8987,PENDING_PAYMENT
420,1374908400000,4632,COMPLETE
421,1374908400000,7839,PENDING
422,1374908400000,9664,COMPLETE
423,1374908400000,9632,SUSPECTED_FRAUD
424,1374908400000,2457,PROCESSING
425,1374908400000,10481,PENDING_PAYMENT
426,1374908400000,10419,COMPLETE
427,1374908400000,6681,COMPLETE
428,1374908400000,3487,COMPLETE
429,1374908400000,8466,CLOSED
430,1374908400000,10779,PENDING_PAYMENT
431,1374908400000,4676,CLOSED
432,1374908400000,1197,COMPLETE
433,1374908400000,792,PROCESSING
434,1374908400000,11390,PENDING_PAYMENT
435,1374908400000,5719,CLOSED
436,1374908400000,7610,PROCESSING
437,1374908400000,5351,COMPLETE
438,1374908400000,8256,COMPLETE
439,1374908400000,9353,COMPLETE
440,1374908400000,7290,COMPLETE
441,1374908400000,5239,PENDING_PAYMENT
442,1374908400000,8098,COMPLETE
443,1374908400000,8499,CLOSED
444,1374908400000,10004,COMPLETE
445,1374908400000,3859,PENDING
446,1374908400000,7620,PENDING_PAYMENT
447,1374908400000,8737,CLOSED
448,1374908400000,7167,COMPLETE
449,1374908400000,409,CLOSED
450,1374908400000,5085,ON_HOLD
451,1374908400000,10104,PENDING
452,1374908400000,5128,COMPLETE
453,1374908400000,381,SUSPECTED_FRAUD
454,1374908400000,5933,PENDING_PAYMENT
455,1374908400000,6575,PENDING
456,1374908400000,11295,CLOSED
457,1374908400000,4036,PENDING_PAYMENT
458,1374908400000,5358,COMPLETE
459,1374908400000,3687,COMPLETE
460,1374908400000,2521,PENDING_PAYMENT
461,1374908400000,8398,CLOSED
462,1374908400000,5454,PROCESSING
463,1374908400000,8709,COMPLETE
464,1374908400000,7114,COMPLETE
465,1374908400000,1255,PENDING_PAYMENT
466,1374908400000,10943,CLOSED
467,1374908400000,1719,PENDING_PAYMENT
468,1374908400000,7305,COMPLETE
469,1374908400000,1731,PENDING
470,1374908400000,6410,PENDING_PAYMENT
471,1374908400000,10861,PENDING
472,1374908400000,8969,CLOSED
473,1374908400000,5359,COMPLETE
474,1374908400000,8349,PENDING_PAYMENT
475,1374908400000,4567,CLOSED
476,1374908400000,6020,PENDING_PAYMENT
477,1374908400000,8511,ON_HOLD
478,1374908400000,7657,COMPLETE
479,1374908400000,11138,COMPLETE
480,1374908400000,2902,PROCESSING
481,1374908400000,10633,PROCESSING
482,1374908400000,9156,ON_HOLD
483,1374908400000,12341,PROCESSING
484,1374908400000,2409,PENDING_PAYMENT
485,1374908400000,3976,PENDING_PAYMENT
486,1374908400000,1865,PROCESSING
487,1374908400000,5698,PROCESSING
488,1374908400000,10143,PENDING_PAYMENT
489,1374908400000,2030,PENDING_PAYMENT
490,1374908400000,9709,COMPLETE
491,1374908400000,3945,ON_HOLD
492,1374908400000,2499,PENDING_PAYMENT
493,1374908400000,1180,COMPLETE
494,1374908400000,8121,PENDING_PAYMENT
495,1374908400000,7242,COMPLETE
496,1374908400000,615,COMPLETE
497,1374908400000,846,COMPLETE
498,1374908400000,6828,PENDING_PAYMENT
499,1374908400000,8920,COMPLETE
500,1374908400000,2129,CLOSED
501,1374908400000,1987,CLOSED
502,1374908400000,7196,COMPLETE
503,1374908400000,6377,PENDING_PAYMENT
504,1374908400000,6288,COMPLETE
505,1374908400000,11952,PROCESSING
506,1374908400000,3509,PENDING
507,1374908400000,4730,PENDING_PAYMENT
508,1374908400000,6970,COMPLETE
509,1374908400000,10739,COMPLETE
510,1374994800000,7533,PENDING_PAYMENT
511,1374994800000,486,PROCESSING
512,1374994800000,12000,COMPLETE
513,1374994800000,10479,COMPLETE
514,1374994800000,10962,PENDING_PAYMENT
515,1374994800000,5921,PENDING_PAYMENT
516,1374994800000,9204,COMPLETE
517,1374994800000,1578,PROCESSING
518,1374994800000,5257,COMPLETE
519,1374994800000,4780,COMPLETE
520,1374994800000,8074,COMPLETE
521,1374994800000,6497,COMPLETE
522,1374994800000,12300,COMPLETE
523,1374994800000,4477,COMPLETE
524,1374994800000,7622,COMPLETE
525,1374994800000,10830,PENDING
526,1374994800000,7259,COMPLETE
527,1374994800000,5426,CANCELED
528,1374994800000,6147,PROCESSING
529,1374994800000,844,ON_HOLD
530,1374994800000,6224,PROCESSING
531,1374994800000,1950,PENDING_PAYMENT
532,1374994800000,6498,PENDING
533,1374994800000,6770,COMPLETE
534,1374994800000,6896,COMPLETE
535,1374994800000,66,COMPLETE
536,1374994800000,9981,ON_HOLD
537,1374994800000,10437,COMPLETE
538,1374994800000,4871,PROCESSING
539,1374994800000,7673,PENDING_PAYMENT
540,1374994800000,121,COMPLETE
541,1374994800000,4985,COMPLETE
542,1374994800000,597,CLOSED
543,1374994800000,7351,PENDING
544,1374994800000,281,PENDING_PAYMENT
545,1374994800000,11642,COMPLETE
546,1374994800000,7604,PROCESSING
547,1374994800000,7220,COMPLETE
548,1374994800000,6889,SUSPECTED_FRAUD
549,1374994800000,3834,PENDING
550,1374994800000,9666,PENDING_PAYMENT
551,1374994800000,2867,COMPLETE
552,1374994800000,1445,CANCELED
553,1374994800000,7307,COMPLETE
554,1374994800000,10980,PROCESSING
555,1374994800000,976,PENDING_PAYMENT
556,1374994800000,7838,COMPLETE
557,1374994800000,4855,COMPLETE
558,1374994800000,4562,COMPLETE
559,1374994800000,1944,ON_HOLD
560,1374994800000,744,ON_HOLD
561,1374994800000,6059,PENDING
562,1374994800000,5017,PENDING
563,1374994800000,3514,CLOSED
564,1374994800000,2216,CANCELED
565,1374994800000,3850,PENDING_PAYMENT
566,1374994800000,6335,CLOSED
567,1374994800000,9527,CLOSED
568,1374994800000,11790,PENDING
569,1374994800000,8532,CLOSED
570,1374994800000,4622,PENDING
571,1374994800000,5006,PENDING
572,1374994800000,6691,PENDING
573,1374994800000,5964,COMPLETE
574,1374994800000,7145,PROCESSING
575,1374994800000,2873,PROCESSING
576,1374994800000,7191,COMPLETE
577,1374994800000,457,CLOSED
578,1374994800000,2529,PENDING_PAYMENT
579,1374994800000,4137,PROCESSING
580,1374994800000,8677,SUSPECTED_FRAUD
581,1374994800000,3222,PROCESSING
582,1374994800000,6220,CLOSED
583,1374994800000,4695,PENDING
584,1374994800000,1263,PENDING_PAYMENT
585,1374994800000,8399,PENDING_PAYMENT
586,1374994800000,10225,PROCESSING
587,1374994800000,6008,SUSPECTED_FRAUD
588,1374994800000,6348,COMPLETE
589,1374994800000,5609,COMPLETE
590,1374994800000,132,PROCESSING
591,1374994800000,6431,COMPLETE
592,1374994800000,10862,CLOSED
593,1374994800000,6667,PENDING
594,1374994800000,1946,PENDING_PAYMENT
595,1374994800000,3531,PAYMENT_REVIEW
596,1374994800000,8352,PENDING_PAYMENT
597,1374994800000,11558,PENDING_PAYMENT
598,1374994800000,11344,PENDING_PAYMENT
599,1374994800000,8005,COMPLETE
600,1374994800000,3506,COMPLETE
601,1374994800000,8977,COMPLETE
602,1374994800000,6690,COMPLETE
603,1374994800000,6184,CLOSED
604,1374994800000,6930,PENDING_PAYMENT
605,1374994800000,2879,COMPLETE
606,1374994800000,1157,COMPLETE
607,1374994800000,6376,CANCELED
608,1374994800000,10388,COMPLETE
609,1374994800000,1241,PROCESSING
610,1374994800000,1866,PENDING_PAYMENT
611,1374994800000,8422,COMPLETE
612,1374994800000,11854,PENDING_PAYMENT
613,1374994800000,460,COMPLETE
614,1374994800000,5738,CLOSED
615,1374994800000,2827,COMPLETE
616,1374994800000,11330,PROCESSING
617,1374994800000,6154,ON_HOLD
618,1374994800000,12037,PENDING_PAYMENT
619,1374994800000,11473,PROCESSING
620,1374994800000,11346,COMPLETE
621,1374994800000,7916,COMPLETE
622,1374994800000,3892,ON_HOLD
623,1374994800000,3658,PAYMENT_REVIEW
624,1374994800000,1821,PENDING_PAYMENT
625,1374994800000,5918,ON_HOLD
626,1374994800000,9123,CLOSED
627,1374994800000,7859,PENDING_PAYMENT
628,1374994800000,9783,PROCESSING
629,1374994800000,6772,COMPLETE
630,1374994800000,3449,COMPLETE
631,1374994800000,9381,PENDING_PAYMENT
632,1374994800000,529,PENDING
633,1374994800000,12249,COMPLETE
634,1374994800000,4588,COMPLETE
635,1374994800000,1427,PENDING
636,1374994800000,10371,PENDING_PAYMENT
637,1374994800000,2259,ON_HOLD
638,1374994800000,3626,PENDING
639,1374994800000,1072,COMPLETE
640,1374994800000,6199,PROCESSING
641,1374994800000,11558,CLOSED
642,1374994800000,7499,COMPLETE
643,1374994800000,64,PENDING_PAYMENT
644,1374994800000,7295,PENDING_PAYMENT
645,1374994800000,2238,COMPLETE
646,1374994800000,911,CLOSED
647,1374994800000,12319,COMPLETE
648,1374994800000,4551,PENDING_PAYMENT
649,1374994800000,7261,CANCELED
650,1374994800000,4170,PENDING_PAYMENT
651,1374994800000,9264,CLOSED
652,1374994800000,8732,PENDING_PAYMENT
653,1374994800000,10473,PROCESSING
654,1374994800000,286,COMPLETE
655,1374994800000,1206,PENDING_PAYMENT
656,1374994800000,1646,PROCESSING
657,1374994800000,1393,PENDING_PAYMENT
658,1374994800000,12386,PENDING
659,1374994800000,6006,COMPLETE
660,1374994800000,1932,CLOSED
661,1374994800000,2991,ON_HOLD
662,1374994800000,11165,COMPLETE
663,1374994800000,3531,PAYMENT_REVIEW
664,1374994800000,4469,COMPLETE
665,1374994800000,5648,ON_HOLD
666,1374994800000,993,COMPLETE
667,1374994800000,4726,CANCELED
668,1374994800000,8023,PROCESSING
669,1374994800000,909,PROCESSING
670,1374994800000,482,PROCESSING
671,1374994800000,7926,PENDING_PAYMENT
672,1375081200000,1670,PENDING_PAYMENT
673,1375081200000,2157,PENDING_PAYMENT
674,1375081200000,1295,COMPLETE
675,1375081200000,3414,COMPLETE
676,1375081200000,5653,PENDING_PAYMENT
677,1375081200000,5182,PENDING_PAYMENT
678,1375081200000,9667,PENDING
679,1375081200000,5535,CLOSED
680,1375081200000,4599,ON_HOLD
681,1375081200000,7524,PENDING_PAYMENT
682,1375081200000,9271,COMPLETE
683,1375081200000,7183,PENDING_PAYMENT
684,1375081200000,1546,CLOSED
685,1375081200000,10745,ON_HOLD
686,1375081200000,7835,PROCESSING
687,1375081200000,11639,PENDING_PAYMENT
688,1375081200000,5097,PENDING_PAYMENT
689,1375081200000,8272,PENDING
690,1375081200000,7279,PENDING_PAYMENT
691,1375081200000,517,PENDING_PAYMENT
692,1375081200000,442,ON_HOLD
693,1375081200000,10081,ON_HOLD
694,1375081200000,5015,PROCESSING
695,1375081200000,12224,PROCESSING
696,1375081200000,11166,PENDING_PAYMENT
697,1375081200000,3126,COMPLETE
698,1375081200000,5283,COMPLETE
699,1375081200000,7472,PENDING_PAYMENT
700,1375081200000,2632,COMPLETE
701,1375081200000,9742,PENDING_PAYMENT
702,1375081200000,1826,PROCESSING
703,1375081200000,1871,PENDING_PAYMENT
704,1375081200000,11708,COMPLETE
705,1375081200000,9639,PENDING
706,1375081200000,10129,CLOSED
707,1375081200000,5889,PENDING
708,1375081200000,5695,CLOSED
709,1375081200000,3161,PENDING
710,1375081200000,5871,CLOSED
711,1375081200000,4688,PENDING_PAYMENT
712,1375081200000,4372,PENDING
713,1375081200000,4826,CLOSED
714,1375081200000,4756,COMPLETE
715,1375081200000,864,PENDING
716,1375081200000,2581,CANCELED
717,1375081200000,8208,CANCELED
718,1375081200000,70,COMPLETE
719,1375081200000,4768,PROCESSING
720,1375081200000,3142,COMPLETE
721,1375081200000,2154,PENDING
722,1375081200000,9781,CLOSED
723,1375081200000,371,PENDING
724,1375081200000,797,PENDING
725,1375081200000,3837,PENDING_PAYMENT
726,1375081200000,5407,COMPLETE
727,1375081200000,1049,COMPLETE
728,1375081200000,5965,COMPLETE
729,1375081200000,8467,COMPLETE
730,1375081200000,3189,COMPLETE
731,1375081200000,5104,PROCESSING
732,1375081200000,7633,COMPLETE
733,1375081200000,2724,PENDING
734,1375081200000,1995,PENDING_PAYMENT
735,1375081200000,9142,COMPLETE
